"","lon","lat","name","borough","neighborhood"
"177",-73.928537,40.826103,8,NA,NA
"178",-73.929249,40.826378,8,NA,NA
"179",-73.926762,40.826567,8,NA,NA
"180",-73.926461,40.82707,8,NA,NA
"181",-73.926903,40.827868,8,NA,NA
"182",-73.927457,40.828149,8,NA,NA
"183",-73.928356,40.827902,8,NA,NA
"184",-73.928565,40.827799,8,NA,NA
"185",-73.929158,40.827552,8,NA,NA
"186",-73.94556,40.57776,8,NA,NA
"187",-73.94355,40.57798,8,NA,NA
"188",-73.94359,40.57696,8,NA,NA
"189",-73.94459,40.57687,8,NA,NA
"190",-73.94182,40.57817,8,NA,NA
"191",-73.94091,40.57829,8,NA,NA
"192",-73.93907,40.57843,8,NA,NA
"193",-73.93992,40.57838,8,NA,NA
"194",-73.94273,40.57811,8,NA,NA
"195",-73.9446,40.57787,8,NA,NA
"196",-73.94552,40.57622,8,NA,NA
"197",-73.94698,40.5761,8,NA,NA
"198",-73.94359,40.57696,8,NA,NA
"199",-73.94359,40.57696,8,NA,NA
"200",-73.94459,40.57687,8,NA,NA
"201",-73.923816,40.70254,8,NA,NA
"202",-73.923628,40.703041,8,NA,NA
"203",-74.0083050731,40.7431196183,5,NA,NA
"204",-74.0047109131,40.7415832891,5,NA,NA
"205",-74.001803398,40.7410467844,5,NA,NA
"206",-74.0059179066,40.7436317201,5,NA,NA
"207",-74.0042110753,40.7421021446,5,NA,NA
"208",-73.937553,40.810014,9,NA,NA
"209",-73.947426,40.795988,9,NA,NA
"210",-73.952457,40.808227,9,NA,NA
"211",-73.952793,40.807543,9,NA,NA
"212",-73.941404,40.811042,9,NA,NA
"213",-73.952396,40.798959,9,NA,NA
"214",-73.947042,40.805097,9,NA,NA
"215",-73.948564,40.80409,9,NA,NA
"216",-73.939012,40.809888,9,NA,NA
"217",-73.948989,40.808338,9,NA,NA
"218",-73.940443,40.814105,9,NA,NA
"219",-73.939685,40.815132,9,NA,NA
"220",-73.94003,40.814563,9,NA,NA
"221",-73.950717,40.797467,9,NA,NA
"222",-73.950994,40.799703,9,NA,NA
"223",-73.950994,40.799435,9,NA,NA
"224",-73.946159,40.803786,9,NA,NA
"225",-73.988721,40.69186,6,NA,NA
"226",-73.988841,40.691677,6,NA,NA
"227",-73.988711,40.691569,6,NA,NA
"228",-73.983226,40.690137,6,NA,NA
"229",-73.982325,40.690072,6,NA,NA
"230",-73.89306,40.860215,10,NA,NA
"231",-73.903244,40.862644,10,NA,NA
"232",-73.898023,40.861349,10,NA,NA
"233",-73.898581,40.861655,10,NA,NA
"234",-73.981328,40.690233,6,NA,NA
"235",-73.981214,40.689967,6,NA,NA
"236",-73.980928,40.689989,6,NA,NA
"237",-73.981414,40.690622,6,NA,NA
"238",-73.989635,40.690883,6,NA,NA
"239",-73.989635,40.690883,6,NA,NA
"240",-73.989635,40.690883,6,NA,NA
"241",-73.989635,40.690883,6,NA,NA
"242",-73.989635,40.690883,6,NA,NA
"243",-73.898553,40.859153,10,NA,NA
"244",-73.926847,40.819886,10,NA,NA
"245",-73.897624,40.867362,10,NA,NA
"246",-73.915848,40.839445,10,NA,NA
"247",-73.901091,40.857756,10,NA,NA
"248",-73.89873,40.867627,10,NA,NA
"249",-73.899576,40.867828,10,NA,NA
"250",-73.900316,40.862314,10,NA,NA
"251",-73.902369,40.86063,10,NA,NA
"252",-73.989635,40.690883,6,NA,NA
"253",-73.989635,40.690883,6,NA,NA
"254",-73.991995,40.689985,6,NA,NA
"255",-73.991944,40.689906,6,NA,NA
"256",-73.921747,40.831467,10,NA,NA
"257",-73.905553,40.853042,10,NA,NA
"258",-73.905403,40.853157,10,NA,NA
"259",-73.92837,40.818942,10,NA,NA
"260",-73.992083,40.689967,6,NA,NA
"261",-73.992,40.689997,6,NA,NA
"262",-73.991897,40.690022,6,NA,NA
"263",-73.98397,40.695578,6,NA,NA
"264",-73.988117,40.689924,6,NA,NA
"265",-73.988117,40.689924,6,NA,NA
"266",-73.987162,40.689319,6,NA,NA
"267",-73.987846,40.690296,6,NA,NA
"268",-73.987162,40.689319,6,NA,NA
"269",-73.925904,40.827549,10,NA,NA
"270",-73.925223,40.827355,10,NA,NA
"271",-73.924842,40.827828,10,NA,NA
"272",-73.983364,40.765828,10,NA,NA
"273",-73.98199,40.766175,10,NA,NA
"274",-73.988399,40.746624,10,NA,NA
"275",-73.988006,40.749663,10,NA,NA
"276",-73.986941,40.754494,10,NA,NA
"277",-73.986363,40.754846,10,NA,NA
"278",-73.9678485166,40.7959199908,11,NA,NA
"279",-73.786366589,40.8476919036,11,NA,NA
"280",-73.8995244212,40.6422084532,3,NA,NA
"281",-73.9554283575,40.5869999561,3,NA,NA
"282",-73.867942,40.9004399098,11,NA,NA
"283",-74.0103512916,40.6752551911,3,NA,NA
"284",-73.9485661367,40.6753708519,3,NA,NA
"285",-73.9785414755,40.6834588325,3,NA,NA
"286",-73.7148377572,40.7451505182,12,NA,NA
"287",-73.8783843503,40.874379814,11,NA,NA
"288",-73.7840400286,40.593146783,12,NA,NA
"289",-73.9396745829,40.834515209,11,NA,NA
"290",-73.92396467,40.5913570544,3,NA,NA
"291",-73.9506902935,40.7260506623,3,NA,NA
"292",-73.9027725428,40.9037227771,11,NA,NA
"293",-73.8830446904,40.8446740907,11,NA,NA
"294",-73.9243663402,40.8115962129,11,NA,NA
"295",-73.7537966712,40.7070105556,12,NA,NA
"296",-73.951341694,40.7706525435,11,NA,NA
"297",-73.8614464594,40.6945465785,12,NA,NA
"298",-73.9693817047,40.7621860177,11,NA,NA
"299",-73.9804076673,40.7273073125,11,NA,NA
"300",-73.9647620603,40.8060908156,11,NA,NA
"301",-73.9287188126,40.7723828899,12,NA,NA
"302",-73.915132416,40.6848100477,3,NA,NA
"303",-73.8286579311,40.8705019246,11,NA,NA
"304",-74.2441067083,40.5095311239,11,NA,NA
"305",-73.9480324189,40.8256723738,11,NA,NA
"306",-73.9079833715,40.8803222773,11,NA,NA
"307",-73.7390438189,40.7198855543,12,NA,NA
"308",-73.9535307443,40.802979882,11,NA,NA
"309",-73.8583552177,40.8337362974,11,NA,NA
"310",-73.8893046486,40.6344746052,3,NA,NA
"311",-73.8207190696,40.7259184856,12,NA,NA
"312",-73.9518056716,40.7859597986,11,NA,NA
"313",-73.9912208178,40.7649346184,11,NA,NA
"314",-74.0778460903,40.6262376099,11,NA,NA
"315",-74.1011372894,40.590391336,11,NA,NA
"316",-73.7382294408,40.768225432,12,NA,NA
"317",-73.9816985108,40.7518915617,11,NA,NA
"318",-73.985171,40.735839,10,NA,NA
"319",-73.985129,40.736334,10,NA,NA
"320",-73.984751,40.736427,10,NA,NA
"321",-73.984486,40.736789,10,NA,NA
"322",-73.982424,40.740041,10,NA,NA
"323",-73.982043,40.739964,10,NA,NA
"324",-73.982383,40.740246,10,NA,NA
"325",-73.981729,40.740573,10,NA,NA
"326",-73.981576,40.740775,10,NA,NA
"327",-73.981297,40.741169,10,NA,NA
"328",-73.98068,40.742007,10,NA,NA
"329",-73.979813,40.743093,10,NA,NA
"330",-73.979652,40.743954,10,NA,NA
"331",-73.979316,40.743876,10,NA,NA
"332",-73.978416,40.745116,10,NA,NA
"333",-73.977444,40.746449,10,NA,NA
"334",-73.977695,40.746542,10,NA,NA
"335",-73.976965,40.747672,10,NA,NA
"336",-73.976782,40.74779,10,NA,NA
"337",-73.976105,40.748289,10,NA,NA
"338",-73.976034,40.748822,10,NA,NA
"339",-73.97536,40.748732,10,NA,NA
"340",-73.975648,40.748914,10,NA,NA
"341",-73.974741,40.750156,10,NA,NA
"342",-73.974858,40.750389,10,NA,NA
"343",-73.974468,40.75096,10,NA,NA
"344",-73.974143,40.751406,10,NA,NA
"345",-73.973765,40.751497,10,NA,NA
"346",-73.972842,40.752666,10,NA,NA
"347",-73.972445,40.753196,10,NA,NA
"348",-73.972326,40.753899,10,NA,NA
"349",-73.97218,40.754092,10,NA,NA
"350",-73.971879,40.754513,10,NA,NA
"351",-73.971024,40.75523,10,NA,NA
"352",-73.971032,40.755874,10,NA,NA
"353",-73.971265,40.755362,10,NA,NA
"354",-73.970145,40.756324,10,NA,NA
"355",-73.864502826,40.7273165603,12,NA,NA
"356",-73.970107,40.756503,10,NA,NA
"357",-73.969813,40.75691,10,NA,NA
"358",-73.968987,40.758518,10,NA,NA
"359",-73.968727,40.758993,10,NA,NA
"360",-73.968709,40.758397,10,NA,NA
"361",-73.96841,40.758817,10,NA,NA
"362",-73.968242,40.75961,10,NA,NA
"363",-73.968048,40.759756,10,NA,NA
"364",-73.967592,40.760003,10,NA,NA
"365",-73.967826,40.759631,10,NA,NA
"366",-73.967777,40.760136,10,NA,NA
"367",-73.967303,40.760346,10,NA,NA
"368",-73.967551,40.760462,10,NA,NA
"369",-73.966388,40.761604,10,NA,NA
"370",-74.002597,40.739442,10,NA,NA
"371",-74.00094,40.742297,10,NA,NA
"372",-73.982247,40.767271,10,NA,NA
"373",-73.999902,40.743582,10,NA,NA
"374",-73.999405,40.744263,10,NA,NA
"375",-73.998993,40.744403,10,NA,NA
"376",-73.999171,40.744589,10,NA,NA
"377",-73.998736,40.74475,10,NA,NA
"378",-73.996434,40.747905,10,NA,NA
"379",-73.985061,40.763424,10,NA,NA
"380",-73.998618,40.745445,10,NA,NA
"381",-73.8850693247,40.7501960856,12,NA,NA
"382",-73.989409,40.757544,10,NA,NA
"383",-73.989252,40.757753,10,NA,NA
"384",-73.984541,40.760413,10,NA,NA
"385",-73.984867,40.760269,10,NA,NA
"386",-73.98442,40.760646,10,NA,NA
"387",-73.984234,40.760622,10,NA,NA
"388",-73.984642,40.76072,10,NA,NA
"389",-73.984278,40.760883,10,NA,NA
"390",-73.982638,40.763981,10,NA,NA
"391",-73.98231,40.764127,10,NA,NA
"392",-73.982385,40.764676,10,NA,NA
"393",-73.987781,40.750087,10,NA,NA
"394",-73.987162,40.733107,10,NA,NA
"395",-73.987044,40.733694,10,NA,NA
"396",-73.987384,40.73347,10,NA,NA
"397",-73.986675,40.733794,10,NA,NA
"398",-73.98618,40.734499,10,NA,NA
"399",-73.980628,40.742625,10,NA,NA
"400",-73.976353,40.748387,10,NA,NA
"401",-73.976516,40.74829,10,NA,NA
"402",-73.969132,40.758276,10,NA,NA
"403",-73.982889,40.739531,10,NA,NA
"404",-73.986265,40.734772,10,NA,NA
"405",-73.98585,40.73535,10,NA,NA
"406",-73.985322,40.735626,10,NA,NA
"407",-73.9959597161,40.7445100483,11,NA,NA
"408",-73.974079,40.750729,10,NA,NA
"409",-73.967177,40.760207,10,NA,NA
"410",-73.9849,40.736214,10,NA,NA
"411",-73.997753,40.745929,10,NA,NA
"412",-74.1311046151,40.637585616,11,NA,NA
"413",-73.8740334898,40.6727060872,3,NA,NA
"414",-73.9442238947,40.7552001994,12,NA,NA
"415",-73.9122106175,40.6974822489,3,NA,NA
"416",-74.0629804652,40.5958181468,11,NA,NA
"417",-73.9605993696,40.5952368631,3,NA,NA
"418",-74.0118696682,40.6292120977,3,NA,NA
"419",-73.9442436779,40.7470624208,12,NA,NA
"420",-73.9476200285,40.6357412846,3,NA,NA
"421",-73.8460132784,40.786249136,12,NA,NA
"422",-73.8430149968,40.7221469532,12,NA,NA
"423",-74.0766457652,40.6417853679,11,NA,NA
"424",-73.9582421825,40.651925081,3,NA,NA
"425",-73.8278899073,40.8442926727,11,NA,NA
"426",-73.8939224115,40.8827597562,11,NA,NA
"427",-73.9175826513,40.8265919268,11,NA,NA
"428",-73.8098334843,40.7637503163,12,NA,NA
"429",-73.9283986674,40.6948167,3,NA,NA
"430",-73.9093163503,40.8574218942,11,NA,NA
"431",-73.941124923,40.5948615151,3,NA,NA
"432",-73.7399110132,40.6599636231,12,NA,NA
"433",-73.8860705368,40.6651593697,3,NA,NA
"434",-73.9017889765,40.8312637226,11,NA,NA
"435",-73.8616559293,40.7374341379,12,NA,NA
"436",-74.0033765451,40.60800935,3,NA,NA
"437",-73.8628899561,40.8187093522,11,NA,NA
"438",-73.8641435801,40.8548777848,11,NA,NA
"439",-73.9303739197,40.6486367052,3,NA,NA
"440",-74.0119885202,40.616308137,3,NA,NA
"441",-73.9980190603,40.6832135153,3,NA,NA
"442",-73.796343186,40.7737521088,12,NA,NA
"443",-73.8682002957,40.7577118988,12,NA,NA
"444",-73.8107165591,40.7885314443,12,NA,NA
"445",-73.8859090476,40.6532640727,3,NA,NA
"446",-73.8194531201,40.7100345578,12,NA,NA
"447",-73.8983402556,40.8460423249,11,NA,NA
"448",-73.9877837339,40.7289209029,11,NA,NA
"449",-73.9338659131,40.8478700412,11,NA,NA
"450",-73.9767572777,40.6487169711,3,NA,NA
"451",-73.9777326329,40.6944896983,3,NA,NA
"452",-73.9603144928,40.6258933072,3,NA,NA
"453",-73.9845468452,40.7735069912,11,NA,NA
"454",-73.887239509,40.680687107,3,NA,NA
"455",-73.7396425691,40.6947772916,12,NA,NA
"456",-73.9718084463,40.59054439,3,NA,NA
"457",-73.8269158096,40.7711255247,12,NA,NA
"458",-73.8288846851,40.7577740683,12,NA,NA
"459",-73.7556816711,40.7344862637,12,NA,NA
"460",-73.9726324717,40.7568571776,11,NA,NA
"461",-73.8098798843,40.7330342416,12,NA,NA
"462",-73.9146700146,40.8862733773,11,NA,NA
"463",-73.7456735613,40.676952728,12,NA,NA
"464",-73.951283498,40.6916230873,3,NA,NA
"465",-73.7822740472,40.7415435746,12,NA,NA
"466",-73.9667748762,40.576107747,3,NA,NA
"467",-73.7843029637,40.7575456796,12,NA,NA
"468",-73.8408371279,40.8888948958,11,NA,NA
"469",-74.0295383519,40.6336257134,3,NA,NA
"470",-73.9913479881,40.6956825552,3,NA,NA
"471",-73.9774521159,40.7848346367,11,NA,NA
"472",-73.9094170178,40.7768170122,12,NA,NA
"473",-73.861976844,40.7508940804,12,NA,NA
"474",-73.8466216551,40.8411050877,11,NA,NA
"475",-73.9258533096,40.8657295413,11,NA,NA
"476",-73.9890077838,40.6388851668,3,NA,NA
"477",-73.9216691603,40.7408087817,12,NA,NA
"478",-73.8931045649,40.7269953701,12,NA,NA
"479",-73.9570639052,40.8137734314,11,NA,NA
"480",-73.9844546501,40.7742029054,11,NA,NA
"481",-73.941197673,40.8148204092,11,NA,NA
"482",-73.87386663,40.7624221297,12,NA,NA
"483",-73.7170989707,40.7351569903,12,NA,NA
"484",-73.9086034329,40.6715266559,3,NA,NA
"485",-73.9481022991,40.6611893077,3,NA,NA
"486",-73.9336508496,40.6684865101,3,NA,NA
"487",-73.777008814,40.7825312039,12,NA,NA
"488",-73.760108788,40.6925280532,12,NA,NA
"489",-73.9595499458,40.7649150063,11,NA,NA
"490",-73.9564040689,40.7736058206,11,NA,NA
"491",-73.8160616201,40.5858394078,12,NA,NA
"492",-74.193236856,40.5340582999,11,NA,NA
"493",-73.951699,40.782159,10,NA,NA
"494",-73.951263,40.782768,10,NA,NA
"495",-73.950553,40.783285,10,NA,NA
"496",-73.949875,40.784663,10,NA,NA
"497",-73.949032,40.785818,10,NA,NA
"498",-73.947944,40.787309,10,NA,NA
"499",-73.946262,40.789608,10,NA,NA
"500",-73.945683,40.790401,10,NA,NA
"501",-73.945348,40.790862,10,NA,NA
"502",-73.944898,40.791482,10,NA,NA
"503",-73.9834274329,40.6682166933,3,NA,NA
"504",-73.944221,40.791275,10,NA,NA
"505",-73.944231,40.792394,10,NA,NA
"506",-73.943977,40.792292,10,NA,NA
"507",-73.943784,40.793009,10,NA,NA
"508",-73.942861,40.794274,10,NA,NA
"509",-73.942398,40.794912,10,NA,NA
"510",-73.940337,40.797303,10,NA,NA
"511",-73.940258,40.797836,10,NA,NA
"512",-73.940035,40.797709,10,NA,NA
"513",-73.940174,40.798156,10,NA,NA
"514",-73.937249,40.801528,10,NA,NA
"515",-73.93729,40.801899,10,NA,NA
"516",-73.93672,40.802663,10,NA,NA
"517",-73.93627,40.80287,10,NA,NA
"518",-73.93611,40.803517,10,NA,NA
"519",-73.9886820957,40.5926531297,3,NA,NA
"520",-73.7623041123,40.7201684296,12,NA,NA
"521",-73.9332132562,40.6197681963,3,NA,NA
"522",-73.9745947088,40.6356942225,3,NA,NA
"523",-74.1485024503,40.6095774994,11,NA,NA
"524",-73.7318266816,40.7592451348,12,NA,NA
"525",-73.7916786111,40.6803113116,12,NA,NA
"526",-73.8757971089,40.7025766648,12,NA,NA
"527",-73.9175775272,40.8494940806,11,NA,NA
"528",-73.9575546134,40.7069304247,3,NA,NA
"529",-73.9531058487,40.6102566673,3,NA,NA
"530",-73.9433155984,40.8061604421,11,NA,NA
"531",-73.9235396129,40.8379589117,11,NA,NA
"532",-73.8248296985,40.6869072882,12,NA,NA
"533",-73.8750206002,40.8299928753,11,NA,NA
"534",-73.9364719875,40.7606431176,12,NA,NA
"535",-73.9097937387,40.745341713,12,NA,NA
"536",-73.7819089166,40.7292529463,12,NA,NA
"537",-73.9396184214,40.7045590639,3,NA,NA
"538",-73.9046288601,40.8206415647,11,NA,NA
"539",-73.8417968638,40.6638044606,12,NA,NA
"540",-73.9830630999,40.7481246964,11,NA,NA
"541",-73.9501658898,40.7612533724,11,NA,NA
"542",-73.8501814579,40.8266092254,11,NA,NA
"543",-73.9561085144,40.6818101974,3,NA,NA
"544",-73.8190936365,40.8229035714,11,NA,NA
"545",-73.7705902161,40.6728752044,12,NA,NA
"546",-73.902572375,40.7051723129,12,NA,NA
"547",-73.7520918927,40.604772113,12,NA,NA
"548",-73.9479357128,40.713644888,3,NA,NA
"549",-73.7902273917,40.6955401466,12,NA,NA
"550",-73.9760404894,40.6159160785,3,NA,NA
"551",-74.0313694054,40.6163731106,3,NA,NA
"552",-73.8878894289,40.8543469054,11,NA,NA
"553",-73.8200526582,40.6007321052,12,NA,NA
"554",-74.1385338765,40.5665301462,11,NA,NA
"555",-73.9821581041,40.7531840458,11,NA,NA
"556",-74.0053310145,40.7299829146,11,NA,NA
"557",-73.8092618174,40.6747769261,12,NA,NA
"558",-73.8536727785,40.7111856291,12,NA,NA
"559",-73.9991692843,40.7346055255,11,NA,NA
"560",-73.9149383856,40.6557102014,3,NA,NA
"561",-73.8464887284,40.6808618482,12,NA,NA
"562",-73.9052223115,40.664453793,3,NA,NA
"563",-73.9659650781,40.6408035472,3,NA,NA
"564",-73.8316254169,40.700765268,12,NA,NA
"565",-73.9820488896,40.7380871204,11,NA,NA
"566",-73.9885372705,40.7144564597,11,NA,NA
"567",-73.9348054703,40.683004902,3,NA,NA
"568",-73.9409529891,40.8146886279,11,NA,NA
"569",-73.9100871445,40.8440019118,11,NA,NA
"570",-73.9199848808,40.632636993,3,NA,NA
"571",-73.8450642753,40.870139703,11,NA,NA
"572",-74.1119581475,40.5719318484,11,NA,NA
"573",-73.8595812441,40.8910850654,11,NA,NA
"574",-73.9170212071,40.619868421,3,NA,NA
"575",-74.1148218734,40.6345089423,11,NA,NA
"576",-73.9799076544,40.7438226298,11,NA,NA
"577",-73.9933569112,40.7404654556,11,NA,NA
"578",-73.9011937916,40.8690393929,11,NA,NA
"579",-73.9186233204,40.758529267,12,NA,NA
"580",-73.8767587664,40.7385814574,12,NA,NA
"581",-73.7944075307,40.7059620938,12,NA,NA
"582",-74.1511116431,40.5524232628,11,NA,NA
"583",-74.0078616724,40.7136065153,11,NA,NA
"584",-73.9796055959,40.7193972838,11,NA,NA
"585",-73.8941356433,40.8186874033,11,NA,NA
"586",-73.8632224848,40.866804429,11,NA,NA
"587",-73.9964898664,40.7133330705,11,NA,NA
"588",-73.7683619807,40.7601255812,12,NA,NA
"589",-73.8377356028,40.5793908722,12,NA,NA
"590",-73.9860619926,40.5766377761,3,NA,NA
